company,device,price,year,announced,dim_length,dim_breadth,dim_thickness,weight,display_tech,display_size,px_row,px_col,aspect_row,aspect_col,camera,video,cam_px,selfie,sel_px,sim_no,os,os_type,card_slot,chipset,cpu,gpu,ram,LTE,gps,radio,nfc,wlan,audio_jack,battery_mah,bt_v
Acer,Liquid Z6 Plus,250,2016,"2016, August",153.8,75.6,8.5,169,"IPS LCD capacitive touchscreen, 16M colors",5.5,1080,1920,16,9,"13 MP, autofocus, LED flash",1080p@30fps,13,5 MP,5,2,Android 6.0 (Marshmallow),Android,microSD,Mediatek MT6753,Octa-core 1.3 GHz Cortex-A53,Mali-T720MP3,3,Yes,Yes,Yes,No,Yes,Yes,4080,4
Acer,Liquid Z6,120,2016,"2016, August",NA,NA,NA,NA,"IPS LCD capacitive touchscreen, 16M colors",5,720,1280,16,9,"8 MP, autofocus, LED flash",Yes,8,2 MP,2,2,Android 6.0 (Marshmallow),Android,microSD,Mediatek MT6737,Quad-core 1.25 GHz Cortex-A53,Mali-T720MP2,1,Yes,Yes,Yes,No,Yes,Yes,2000,NA
Acer,Liquid X2,230,2015,"2015, April",153.3,78.8,8.5,166,"IPS LCD capacitive touchscreen, 16M colors",5.5,720,1280,16,9,"13 MP, f/1.8, autofocus, LED flash, check quality","1080p, check quality",13,"13 MP, f/1.8, autofocus, LED flash",13,3,Android 5.1 (Lollipop),Android,microSD,Mediatek MT6753,Octa-core 1.3 GHz Cortex-A53,Mali-T720MP4,3,Yes,Yes,Yes,No,Yes,Yes,4020,4
Acer,Liquid Jade 2,NA,2016,"2016, February",NA,NA,NA,NA,"Super AMOLED capacitive touchscreen, 16M colors",5.5,1080,1920,16,9,"21 MP, autofocus, dual-LED flash",2160p@30fps,21,8 MP,8,2,Android 6.0 (Marshmallow),Android,microSD,Qualcomm MSM8992 Snapdragon 808,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57),NA,3,Yes,Yes,Yes,No,Yes,Yes,NA,4
Acer,Liquid Zest Plus,200,2016,"2016, April",154,77,10,NA,"IPS LCD capacitive touchscreen, 16M colors",5.5,720,1280,16,9,"13 MP, phase detection/laser autofocus, LED flash",1080p@30fps,13,5 MP,5,2,Android 6.0 (Marshmallow),Android,microSD,Mediatek MT6735,Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,2,Yes,Yes,Yes,No,Yes,Yes,5000,NA
Acer,Liquid Zest,110,2016,"2016, February",145.7,71.2,8.4,125,"IPS LCD capacitive touchscreen, 16M colors",5,720,1280,16,9,"8 MP, f/2.0, autofocus, LED flash",1080p@30fps,8,5 MP,5,2,Android 6.0 (Marshmallow),Android,microSD,Mediatek MT6580 - Z525Mediatek MT6735 - Z525,Quad-core 1.3 GHz - Z525Quad-core 1.0 GHz - Z528,Mali-400MP2 - Z525Mali-T720MP2 - Z528,1,Yes,Yes,Yes,No,Yes,Yes,2000,4
Acer,Liquid Jade Primo,220,2015,"2015, September",156.5,75.9,8.4,150,"AMOLED capacitive touchscreen, 16M colors",5.5,1080,1920,16,9,"21 MP, f/2.2, autofocus, dual-LED flash, check quality","2160p@30fps, 1080p@30fps, check quality",21,"8 MP, f/2.2, 1080p@30fps",8,2,Microsoft Windows 10,Microsoft,microSD,Qualcomm MSM8992 Snapdragon 808,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57),Adreno 418,3,Yes,Yes,Yes,No,Yes,Yes,2870,4
Acer,Liquid Z330,110,2015,"2015, September",136,66.5,9.6,142,"IPS LCD capacitive touchscreen, 16M colors",4.5,480,854,16,9,"5 MP, autofocus, LED flash",Yes,5,5 MP,5,2,Android 5.1 (Lollipop),Android,microSD,Qualcomm MSM8909 Snapdragon 210,Quad-core 1.1 GHz Cortex-A7,Adreno 304,1,Yes,Yes,Yes,No,Yes,Yes,2000,4
Acer,Liquid Z320,90,2015,"2015, September",136,66.5,9.6,142,"IPS LCD capacitive touchscreen, 16M colors",4.5,480,854,16,9,"5 MP, autofocus, LED flash",Yes,5,2 MP,2,2,Android 5.1 (Lollipop),Android,microSD,Qualcomm MSM8909 Snapdragon 210,Quad-core 1.0 GHz Cortex-A7,Adreno 304,1,No,Yes,Yes,No,Yes,Yes,2000,4
Acer,Liquid Z630S,NA,2015,"2015, September",156.3,77.5,8.9,165,"IPS LCD capacitive touchscreen, 16M colors",5.5,720,1280,16,9,"8 MP, autofocus, LED flash",1080p@30fps,8,8 MP,8,2,Android 5.1 (Lollipop),Android,microSD,Mediatek MT6753,Octa-core 1.3 GHz Cortex-A53,Mali-T720MP3,3,Yes,Yes,Yes,No,Yes,Yes,4000,4
Acer,Liquid Z630,200,2015,"2015, September",156.3,77.5,8.9,165,"IPS LCD capacitive touchscreen, 16M colors",5.5,720,1280,16,9,"8 MP, autofocus, LED flash",Yes,8,8 MP,8,2,Android 5.1 (Lollipop),Android,microSD,Mediatek MT6735,Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,1,Yes,Yes,Yes,No,Yes,Yes,4000,4
Acer,Liquid Z530S,NA,2015,"2015, September",144,70.3,8.9,145,"IPS LCD capacitive touchscreen, 16M colors",5,720,1280,16,9,"8 MP, autofocus, LED flash",Yes,8,8 MP,8,2,Android 5.1 (Lollipop),Android,microSD,Mediatek MT6753,Octa-core 1.3 GHz Cortex-A53,Mali-T720MP3,3,Yes,Yes,Yes,No,Yes,Yes,2420,4
Acer,Liquid Z530,150,2015,"2015, September",144,70.3,8.9,145,"IPS LCD capacitive touchscreen, 16M colors",5,720,1280,16,9,"8 MP, autofocus, LED flash",Yes,8,8 MP,8,2,Android 5.1 (Lollipop),Android,microSD,Mediatek MT6735,Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,1,Yes,Yes,Yes,No,Yes,Yes,2420,4
Acer,Liquid M330,NA,2015,"2015, September",136,66.5,9.6,142,"IPS LCD capacitive touchscreen, 16M colors",4.5,480,854,16,9,"5 MP, autofocus, LED flash",Yes,5,5 MP,5,2,Microsoft Windows 10,Microsoft,microSD,Qualcomm MSM8909 Snapdragon 210,Quad-core 1.0 GHz Cortex-A7,Adreno 304,1,Yes,Yes,Yes,No,Yes,Yes,2000,4
Acer,Liquid M320,NA,2015,"2015, September",136,66.5,9.6,142,"IPS LCD capacitive touchscreen, 16M colors",4.5,480,854,16,9,"5 MP, autofocus, LED flash",Yes,5,2 MP,2,2,Microsoft Windows 10,Microsoft,microSD,Qualcomm MSM8909 Snapdragon 210,Quad-core 1.1 GHz Cortex-A7,Adreno 304,1,No,Yes,Yes,No,Yes,Yes,2000,4
Acer,Liquid Jade Z,200,2015,"2015, March",143.5,69.8,8,110,"IPS LCD capacitive touchscreen, 16M colors",5,720,1280,16,9,"13 MP, f/1.8, autofocus, LED flash",1080p@30fps,13,5 MP,5,2,Android 5.0 (Lollipop),Android,microSD,Mediatek MT6732,Quad-core 1.5 GHz Cortex-A53,Mali-T760MP2,1,Yes,Yes,Yes,No,Yes,Yes,2300,4
Acer,Liquid Z520,130,2015,"2015, March",154,86,6.4,118,TFT capacitive touchscreen,5,480,854,16,9,"8 MP, autofocus, LED flash","1080p@30fps, 720p@60fps",8,2 MP,2,2,Android 4.4.2 (KitKat),Android,microSD,Mediatek MT6582M,Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,1,No,Yes,Yes,No,Yes,Yes,2000,4
Acer,Liquid Z220,90,2015,"2015, March",125.3,64,9.6,120,Capacitive touchscreen,4,480,800,5,3,"5 MP, autofocus, LED flash",Yes,5,2 MP,2,2,Android 5.0 (Lollipop),Android,microSD,Qualcomm Snapdragon 200,Dual-core 1.2 GHz Cortex-A7,Adreno 302,1,No,Yes,Yes,No,Yes,Yes,1300,4
Acer,Liquid M220,80,2015,"2015, March",124.9,64,9.6,119,TFT capacitive touchscreen,4,480,800,5,3,"5 MP, autofocus, LED flash",Yes,5,2 MP,2,2,Microsoft Windows Phone 8.1,Microsoft,microSD,Qualcomm MSM8210 Snapdragon 200,Dual-core 1.2 GHz Cortex-A7,Adreno 302,0.5,No,Yes,Yes,No,Yes,Yes,1300,4
Acer,Liquid Z410,130,2015,"2015, January",136,66.7,9.9,145,"IPS LCD capacitive touchscreen, 16M colors",4.5,540,960,16,9,"5 MP, autofocus, LED flash","Yes, dual shot",5,2 MP,2,2,Android 4.4.4 (KitKat),Android,microSD,Mediatek MT6732M,Quad-core 1.3 GHz Cortex-A53,Mali-T760MP2,1,Yes,Yes,Yes,No,Yes,Yes,2000,4
Acer,Liquid Jade S,200,2014,"2014, December",143,69,7.8,116,"IPS LCD capacitive touchscreen, 16M colors",5,720,1280,16,9,"13 MP, f/1.8, autofocus, LED flash, check quality","1080p@30fps, check quality",13,"5 MP, f/2.2",5,2,"Android 4.4.4 (KitKat), upgradable to 5.1 (Lollipop)",Android,microSD,Mediatek MT6752M,Octa-core 1.5 GHz Cortex-A53,Mali-T760MP2,2,Yes,Yes,Yes,No,Yes,Yes,2300,4
Acer,Liquid Z500,150,2014,"2014, September",145,73,8.8,150,"IPS LCD capacitive touchscreen, 16M colors",5,720,1280,16,9,"8 MP, autofocus, LED flash",1080p,8,2 MP,2,2,Android 4.4.2 (KitKat),Android,microSD,Mediatek MT6582,Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,1,No,Yes,Yes,No,Yes,Yes,2000,4
Acer,Liquid X1,260,2014,"2014, June",153.3,80.4,8.5,164,"IPS LCD capacitive touchscreen, 16M colors",5.7,720,1280,16,9,"13 MP, autofocus, LED flash",1080p,13,2 MP,2,1,Android 4.4.2 (KitKat),Android,microSD,Mediatek MT6592,Octa-core 1.7 GHz Cortex-A7,Mali-450MP4,2,Yes,Yes,Yes,No,Yes,Yes,2700,4
Acer,Liquid Jade,180,2014,"2014, June",140.5,69,7.5,110,"IPS LCD capacitive touchscreen, 16M colors",5,720,1280,16,9,"13 MP, autofocus, LED flash",1080p,13,2 MP,2,2,Android 4.4.2 (KitKat),Android,microSD,Mediatek MT6582,Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,1,No,Yes,Yes,No,Yes,Yes,2100,4
Acer,Liquid E700,200,2014,"2014, June",147.3,73,9.9,155,"IPS LCD capacitive touchscreen, 16M colors",5,720,1280,16,9,"8 MP, autofocus, LED flash",1080p,8,"2 MP, LED flash",2,3,Android 4.4.2 (KitKat),Android,microSD,Mediatek MT6582,Quad-core 1.2 GHz Cortex-A7,Mali-400MP2,2,No,Yes,Yes,No,Yes,Yes,3500,4
Acer,Liquid E600,200,2014,"2014, June",147,72,9.5,155,"IPS LCD capacitive touchscreen, 16M colors",5,480,854,16,9,"8 MP, autofocus, LED flash",Yes,8,2 MP or VGA,0.3,1,Android 4.4.2 (KitKat),Android,microSD,Qualcomm MSM8926 Snapdragon 400,Quad-core 1.2 GHz Cortex-A7,Adreno 305,1,Yes,Yes,No,No,Yes,Yes,2500,4
Acer,Liquid Z200,90,2014,"2014, June",126,65,10.3,130,TFT capacitive touchscreen,4,480,800,5,3,2 MP,Yes,2,No,NA,2,Android 4.4.2 (KitKat),Android,microSD,Mediatek MT6572M,Dual-core 1.0 GHz Cortex-A7,Mali-400,0.5,No,Yes,Yes,No,Yes,Yes,1300,4
Acer,Liquid E3 Duo Plus,240,2014,"2014, Q3",138,69,8.9,NA,"IPS LCD capacitive touchscreen, 16M colors",4.7,720,1280,16,9,"13 MP, autofocus, LED flash",Yes,13,"2 MP, LED flash",2,2,Android 4.2.2 (Jelly Bean),Android,microSD,Mediatek MT6589,Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,2,No,Yes,No,No,Yes,Yes,NA,4
Acer,Liquid E3,200,2014,"2014, February",136,68,9,134,"IPS LCD capacitive touchscreen, 16M colors",4.7,720,1280,16,9,"13 MP, autofocus, LED flash",Yes,13,"2 MP, LED flash",2,2,Android 4.2.2 (Jelly Bean),Android,microSD,Mediatek MT6589,Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,1,No,Yes,No,No,Yes,Yes,NA,NA
Acer,Liquid Z4,100,2014,"2014, February",124,64,9.7,122,TFT capacitive touchscreen,4,480,800,5,3,"5 MP, autofocus, LED flash",720p@30fps,5,1.3 MP,1.3,2,Android 4.2.2 (Jelly Bean),Android,microSD,Mediatek MT6572,Dual-core 1.3 GHz Cortex-A7,Mali-400,0.5,No,No,No,No,Yes,Yes,1630,4
Acer,Liquid Z5,170,2014,"2014, January",145.5,73.5,8.8,150,"TFT capacitive touchscreen, 16M colors",5,480,854,16,9,"5 MP, LED flash",Yes,5,VGA,0.3,2,Android 4.2 (Jelly Bean),Android,microSD,Mediatek MT6572,Dual-core 1.3 GHz Cortex-A7,Mali-400,0.5,No,Yes,Yes,No,Yes,Yes,2000,3
Acer,Liquid S2,340,2013,"2013, August",166,86.2,9,229,"IPS LCD capacitive touchscreen, 16M colors",6,1080,1920,16,9,"13 MP, autofocus, quad-LED (ring) flash","2160p@24fps, 1080p@60fps",13,"2 MP, 1080p@30fps",2,1,Android 4.2.2 (Jelly Bean),Android,microSD,Qualcomm MSM8974 Snapdragon 800,Quad-core 2.2 GHz Krait 400,Adreno 330,2,Yes,Yes,Yes,Yes,Yes,Yes,3300,4
Acer,Liquid Z3,100,2013,"2013, August",109,60,10.4,120,"TFT capacitive touchscreen, 16M colors",3.5,320,480,3,2,3.15 MP,Yes,3.15,No,NA,2,Android 4.2 (Jelly Bean),Android,microSD,Mediatek MT6572,Dual-core 1.0 GHz Cortex-A7,Mali-400,0.5,No,Yes,Yes,No,Yes,Yes,1500,3
Acer,Liquid S1,320,2013,"2013, June",163,83,9.6,195,"TFT capacitive touchscreen, 16M colors",5.7,720,1280,16,9,"8 MP, autofocus, LED flash",1080p@30fps,8,2 MP,2,2,Android 4.2 (Jelly Bean),Android,microSD,Mediatek MT6589,Quad-core 1.5 GHz Cortex-A7,PowerVR SGX544,1,No,Yes,Yes,No,Yes,Yes,2400,4
Acer,Liquid E2,180,2013,"2013, April",131,68,9.9,140,"IPS LCD capacitive touchscreen, 16M colors",4.5,540,960,16,9,"8 MP, autofocus, LED flash",1080p@30fps,8,2 MP,2,2,Android 4.2.1 (Jelly Bean),Android,microSD,Mediatek MT6589,Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,1,No,Yes,Yes,No,Yes,Yes,2000,3
Acer,Liquid Z2,100,2013,"2013, February",110,62.5,12.3,110,"TFT capacitive touchscreen, 256K colors",3.5,320,480,3,2,3 MP or 5 MP,Yes,3,No,NA,2,Android 4.1.1 (Jelly Bean),Android,microSD,Qualcomm MSM7227A Snapdragon S1,1.0 GHz Cortex-A5,Adreno 200,0.5,No,Yes,Yes,No,Yes,Yes,1300,3
Acer,Liquid C1,180,2013,"2013, January",127.3,65.5,10,140,"IPS LCD capacitive touchscreen, 16M colors",4.3,540,960,16,9,"8 MP, autofocus, LED flash",Yes,8,VGA,0.3,1,Android 4.0 (Ice Cream Sandwich),Android,microSD,Intel Atom Z2420,1.2 GHz,PowerVR SGX540,1,No,Yes,Yes,No,Yes,Yes,2000,2.1
Acer,Liquid E1,170,2013,"2013, January",132,68.5,9.9,130,"IPS LCD capacitive touchscreen, 16M colors",4.5,540,960,16,9,"5 MP, autofocus, LED flash",720p@30fps,5,VGA,0.3,2,Android 4.1.1 (Jelly Bean),Android,microSD,Mediatek MT6577,Dual-core 1.0 GHz Cortex-A9,SGX531u,1,No,Yes,Yes,Yes,Yes,Yes,1760,3
Acer,Liquid Z110,100,2012,"2012, October",110,61.5,12.3,100,"TFT capacitive touchscreen, 256K colors",3.5,320,480,3,2,3.15 MP,Yes,3.15,No,NA,2,Android 2.3 (Gingerbread),Android,microSD,Mediatek MT6575,1.0 GHz Cortex-A9,PowerVR SGX531,0.5,No,Yes,Yes,No,Yes,Yes,1300,3
Acer,Liquid Gallant E350,160,2012,"2012, August",129,65.9,9.9,145,"TFT capacitive touchscreen, 16M colors",4.3,540,960,16,9,"5 MP, autofocus, LED flash",Yes,5,No,NA,1,Android 4.0.3 (Ice Cream Sandwich),Android,microSD,Mediatek MT6575,1.0 GHz Cortex-A9,PowerVR SGX531,1,No,Yes,Yes,No,Yes,Yes,1500,3
Acer,Liquid Gallant Duo,140,2012,"2012, July",129,65.9,9.9,145,"TFT capacitive touchscreen, 16M colors",4.3,540,960,16,9,"5 MP, autofocus, LED flash",Yes,5,No,NA,2,Android 4.0.3 (Ice Cream Sandwich),Android,microSD,Mediatek MT6575,1.0 GHz Cortex-A9,PowerVR SGX531,1,No,Yes,Yes,No,Yes,Yes,1500,3
Acer,Liquid Glow E330,120,2012,"2012, February",117,58.5,11.5,125,TFT capacitive touchscreen,3.7,480,800,5,3,"5 MP, autofocus, LED flash",Yes,5,No,NA,1,Android 4.0 (Ice Cream Sandwich),Android,microSD,Qualcomm MSM7227A Snapdragon S1,1.0 GHz Cortex-A5,Adreno 200,0.5,No,Yes,Yes,Yes,Yes,Yes,1300,3
Acer,CloudMobile S500,220,2012,"2012, February",127,65.8,9.9,NA,"IPS LCD capacitive touchscreen, 16M colors",4.3,720,1280,16,9,"8 MP, autofocus, LED flash, check quality","1080p, check quality",8,HD,NA,1,Android 4.0 (Ice Cream Sandwich),Android,microSD,Qualcomm MSM8260A Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,1,No,Yes,Yes,Yes,Yes,Yes,1460,4
Acer,Allegro,140,2011,"2011, October",116,59,13,126,"TFT capacitive touchscreen, 16M colors",3.6,480,800,5,3,"5 MP, autofocus",Yes,5,No,NA,1,Microsoft Windows Phone 7.5 Mango,Microsoft,No,Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,NA,No,Yes,No,No,Yes,Yes,1300,2.1
Acer,Liquid Express E320,90,2011,"2011, September",115,60.8,13.4,138,"TFT capacitive touchscreen, 256K colors",3.5,320,480,16,9,"5 MP, autofocus, LED flash",Yes,5,No,NA,1,Android 2.3 (Gingerbread),Android,microSD,Qualcomm MSM7227T-1 Snapdragon S1,800MHz ARM 11,Adreno 200,0.5,No,Yes,Yes,Yes,Yes,Yes,NA,2.1
Acer,Iconia Smart,220,2011,"2011, February",141.7,64.5,13.6,185,"TFT capacitive touchscreen, 16M colors",4.8,480,1024,NA,NA,"8 MP, autofocus, LED flash",720p@30fps,8,2 MP,2,1,Android 2.3 (Gingerbread),Android,microSD,Qualcomm MSM8255-1 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,0.5,No,Yes,Yes,No,Yes,Yes,1500,2.1
Acer,Liquid mini E310,120,2011,"2011, January",110.4,57.5,13,108,"TFT capacitive touchscreen, 256K colors",3.2,320,480,3,2,5 MP,480p@30fps,5,No,NA,1,"Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)",Android,microSD,Qualcomm MSM7227-1 Snapdragon S1,600 MHz ARM 11,Adreno 200,0.5,No,Yes,Yes,No,Yes,Yes,1300,2.1
Acer,beTouch E210,150,2011,"2011, January",116,63,12,109,"TFT resistive touchscreen, 256K colors",2.6,320,240,4,3,3.15 MP,Yes,3.15,No,NA,1,Android 2.2 (Froyo),Android,microSD,Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,0.25,No,Yes,Yes,No,Yes,Yes,1300,2.1
Acer,beTouch E140,110,2010,"2010, December. Released 2010, December",104.5,55.8,12.8,95,"TFT resistive touchscreen, 256K colors",2.8,240,320,4,3,3.15 MP,Yes,3.15,No,NA,1,Android 2.2 (Froyo),Android,microSD,Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,0.25,No,Yes,Yes,No,Yes,Yes,1300,2.1
Acer,beTouch T500,70,2010,"2010, October. Released 2010, Q4",118.5,58,13.5,130,TFT touchscreen,3.2,320,480,3,2,3.15 MP,Yes,3.15,No,NA,1,Android-based OPhone 1.5,Android,microSD,NA,NA,NA,0.25,No,Yes,No,No,Yes,No,1500,2.1
Acer,Liquid mt,70,2010,"2010, October. Released 2010, November",115,63,13.5,135,"TFT capacitive touchscreen, 16M colors",3.6,480,800,5,3,"5 MP, autofocus, LED flash",720p@30fps,5,No,NA,1,Android 2.2 (Froyo),Android,microSD,Qualcomm MSM7230,800 MHz Scorpion,Adreno 205,0.5,No,Yes,No,No,Yes,Yes,1500,2.1
Acer,beTouch E130,90,2010,"2010, June. Released 2010, August",115,62.5,11.5,109,"TFT touchscreen, 65K colors",2.6,320,240,4,3,3.15 MP,Yes,3.15,No,NA,1,Android 1.6 (Donut),Android,microSD,ST Ericsson PNX6715,416 MHz,NA,0.25,No,Yes,Yes,No,Yes,Yes,1500,2
Acer,beTouch E120,70,2010,"2010, June. Released 2010, Q3",104.5,54,13.2,105,TFT capacitive touchscreen,2.8,240,320,4,3,3.15 MP,Yes,3.15,No,NA,1,Android 1.6 (Donut),Android,microSD,NA,"ST Ericsson PNX6715, 416 MHz",NA,0.25,No,Yes,Yes,No,Yes,Yes,1500,2
Acer,Stream,130,2010,"2010, May. Released 2010, August",119.5,63,11.2,140,"AMOLED capacitive touchscreen, 16M colors",3.7,480,800,5,3,"5 MP, autofocus, check quality",720p@24fps,5,No,NA,1,Android 2.1 (Eclair),Android,microSD,Qualcomm QSD8250 Snapdragon S1,1.0 GHz Scorpion,Adreno 200,0.5,No,Yes,Yes,No,Yes,Yes,1400,2.1
Acer,Liquid E,90,2010,"2010, February. Released 2010, August",115,62.5,12.5,135,"TFT capacitive touchscreen, 256K colors",3.5,480,800,5,3,"5 MP, autofocus",480p@20fps,5,No,NA,1,"Android 2.1 (Eclair), upgradeable to Android 2.2 (Froyo)",Android,microSD,Qualcomm QSD8250 Snapdragon S1,768 MHz Scorpion,Adreno 200,0.5,No,Yes,No,No,Yes,Yes,1350,2
Acer,neoTouch P400,100,2010,"2010, February. Released 2010, May",115,59.3,12,125,"TFT resistive touchscreen, 256K colors",3.2,320,480,3,2,"3.15 MP, autofocus",Yes,3.15,No,NA,1,Microsoft Windows Mobile 6.5.3 Professional,Microsoft,microSD,Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,0.25,No,Yes,Yes,No,Yes,Yes,1090,2.1
Acer,beTouch E400,80,2010,"2010, February. Released 2010, April",115,59.3,12,125,"TFT resistive touchscreen, 256K colors",3.2,320,480,3,2,"3.15 MP, autofocus",Yes,3.15,No,NA,1,Android 2.1 (Eclair),Android,microSD,Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,0.25,No,Yes,Yes,No,Yes,Yes,1090,2
Acer,neoTouch P300,80,2010,"2010, February. Released 2010, Q2",110,55,15.1,NA,"TFT resistive touchscreen, 65K colors",3.2,240,400,5,3,"3.15 MP, autofocus",Yes,3.15,No,NA,1,Microsoft Windows Mobile 6.5.3,Microsoft,microSD,Qualcomm MSM7225 Snapdragon S1,528 MHz ARM 11,NA,0.25,No,Yes,No,No,Yes,Yes,970,2
Acer,beTouch E110,70,2010,"2010, February. Released 2010, March",103.5,54,13.4,105,"TFT resistive touchscreen, 256K colors (65K effective)",2.8,240,320,4,3,3.15 MP,Yes,3.15,No,NA,1,Android 1.5 (Cupcake),Android,microSD,NA,ST Ericsson PNX6715 416MHz,NA,0.25,No,Yes,Yes,No,No,Yes,1500,2
Acer,Liquid,90,2009,"2009, October. Released 2009, December",115,62.5,12.5,135,"TFT capacitive touchscreen, 256K colors",3.5,480,800,5,3,"5 MP, autofocus, check quality",480p@20fps,5,No,NA,1,Android 1.6 (Donut),Android,microSD,Qualcomm QSD8250 Snapdragon S1,768 MHz Scorpion,Adreno 200,0.25,No,Yes,No,No,Yes,Yes,1350,2
Acer,neoTouch,210,2009,"2009, October. Released 2009, October",118.6,63,12,130,"TFT resistive touchscreen, 65K colors",3.8,480,800,5,3,"5 MP, autofocus, LED flash, check quality",480p,5,NA,NA,1,Microsoft Windows Mobile 6.5 Professional,Microsoft,microSD,Qualcomm QSD8250 Snapdragon S1,1.0 GHz Scorpion,Adreno 200,0.25,No,Yes,Yes,No,Yes,Yes,1350,2.1
Acer,beTouch E200,190,2009,"2009, October. Released 2009, October",110,53.5,15.4,146,"TFT, 65K colors",3,240,400,5,3,3.15 MP,Yes,3.15,NA,NA,1,Microsoft Windows Mobile 6.5 Professional,Microsoft,microSD,Qualcomm MSM7225 Snapdragon S1,528 MHz ARM 11,NA,0.25,No,Yes,No,No,No,No,1140,2
Acer,beTouch E100,180,2009,"2009, October. Released 2009, October",113,56,12.8,118,"TFT resistive touchscreen, 65K colors",3.2,240,400,5,3,2 MP,320p,2,NA,NA,1,Microsoft Windows Mobile 6.5 Professional,Microsoft,microSD,Qualcomm MSM7225 Snapdragon S1,528 MHz ARM 11,NA,0.25,No,Yes,No,No,No,No,1140,2
Acer,beTouch E101,170,2009,"2009, October. Released 2009, October",113,56,12.8,118,"TFT resistive touchscreen, 65K colors",3.2,240,400,5,3,2 MP,Yes,2,NA,NA,1,Microsoft Windows Mobile 6.5 Professional,Microsoft,microSD,Qualcomm MSM7225 Snapdragon S1,528 MHz ARM 11,NA,0.25,No,Yes,No,No,No,No,1140,2
Acer,DX650,150,2009,"2009, June. Released 2009, June",109.6,59,15.6,133,"TFT resistive touchscreen, 65K colors",2.8,240,320,4,3,2 MP,No,2,No,NA,1,Microsoft Windows Mobile 6.1 Professional,Microsoft,microSD,NA,Samsung S3C 6410 533 MHz,NA,NA,No,Yes,Yes,No,Yes,No,1260,2
Acer,M900,250,2009,"2009, February. Released 2009, June",119,62,17.1,188,"TFT resistive touchscreen, 65K colors",3.8,480,800,5,3,"5 MP, autofocus, LED flash",Yes,5,VGA videocall camera,0.3,1,Microsoft Windows Mobile 6.1 Professional,Microsoft,microSD,NA,533 MHz Samsung S3C 6410,NA,NA,No,Yes,Yes,No,Yes,No,1530,2
Acer,F900,210,2009,"2009, February. Released 2009, June",117.5,63.5,15.8,150,"TFT resistive touchscreen, 65K colors",3.8,480,800,5,3,"3.15 MP, autofocus, LED flash",480p,3.15,No,NA,1,Microsoft Windows Mobile 6.1 Professional,Microsoft,microSD,NA,533 MHz Samsung S3C 6410,NA,0.125,No,Yes,Yes,No,Yes,No,1530,2
Acer,X960,270,2009,"2009, February. Released 2009, April",106.4,59,13.7,131.5,"TFT resistive touchscreen, 65K colors",2.8,480,640,4,3,"3.15 MP, autofocus, LED flash",Yes,3.15,VGA,0.3,1,Microsoft Windows Mobile 6.1 Professional,Microsoft,microSD,NA,533 MHz Samsung S3C 6410,NA,0.125,No,Yes,No,No,Yes,No,1530,2
Acer,DX900,90,2009,"2009, February. Released 2009, April",106,60.5,17,147,"TFT resistive touchscreen, 65K colors",2.8,480,640,4,3,"3.15 MP, autofocus, LED flash",Yes,3.15,VGA videocall camera,0.3,2,Microsoft Windows Mobile 6.1 Professional,Microsoft,microSD,NA,533 MHz Samsung S3C 6410,NA,0.125,No,Yes,No,No,Yes,No,1530,2
alcatel,Idol 5s,400,2017,"2017, September",148.6,72,7.5,147,"IPS LCD capacitive touchscreen, 16M colors",5.2,1080,1920,16,9,"12 MP (f/2.0, 1/2.8"", 1.25 Âµm), phase detection autofocus, dual-LED dual-tone flash",1080p@30fps,12,"8 MP (f/2.0, 1/3.2"", 1.4 Âµm)",8,1,Android 7.1 (Nougat),Android,microSD,Mediatek MT6757 Helio P20,Octa-core (4x2.35 GHz Cortex-A53 & 4x1.65 GHz Cortex-A53),Mali-T880 MP2,3,Yes,Yes,Yes,No,Yes,Yes,2850,4.2
