company,device,price,year,announced,dim_length,dim_breadth,dim_thickness,weight,display_tech,display_size,px_row,px_col,aspect_row,aspect_col,camera,video,cam_px,selfie,sel_px,sim_no,os,os_type,card_slot,chipset,cpu,gpu,ram,LTE,gps,radio,nfc,wlan,audio_jack,battery_mah,bt_v
Motorola,XT532,70,2011,"2011, December",114,62,12,115,"TFT capacitive touchscreen, 256K colors",3.5,320,480,3,2,"5 MP, autofocus, LED flash",Yes,5,VGA,0.3,2,Android 2.3.7 (Gingerbread),Android,microSD,Qualcomm MSM7227T-1 Snapdragon S1,800 MHz,Adreno 200,0.5,No,Yes,Yes,No,Yes,Yes,1500,2.1
Motorola,MOTO XT615,120,2011,"2011, November",117.7,60.5,9.9,123.6,TFT capacitive touchscreen,4,480,854,16,9,"8 MP, autofocus, LED flash",480p@30fps,8,VGA,0.3,1,Android 2.3.7 (Gingerbread),Android,microSD,Qualcomm MSM7227A-0 Snapdragon S1,800 MHz Cortex-A5,Adreno 200,0.5,No,Yes,Yes,No,Yes,Yes,1390,3
Motorola,EX226,70,2011,"2011, September",105.5,60,10,90,"TFT touchscreen, 256K colors",2.4,320,240,4,3,3.15 MP,@30fps,3.15,No,NA,2,NA,NA,microSD,NA,NA,NA,0.0625,No,No,Yes,No,Yes,Yes,910,2.1
Motorola,Motokey Social,120,2011,"2011, November",105.5,60,9.9,87,"TFT touchscreen, 256K colors",2.4,320,240,4,3,3.15 MP,@30fps,3.15,No,NA,1,NA,NA,microSD,NA,NA,NA,0.0625,No,No,Yes,No,Yes,Yes,910,2.1
Motorola,RAZR XT910,220,2011,"2011, October",130.7,68.9,7.1,127,"Super AMOLED Advanced capacitive touchscreen, 16M colors",4.3,540,960,16,9,"8 MP, autofocus, LED flash, check quality","1080p@30fps, check quality",8,1.3 MP,1.3,1,"Android 2.3.5 (Gingerbread), upgradable to 4.1.2 (Jelly Bean)",Android,microSD,TI OMAP 4430,Dual-core 1.2 GHz Cortex-A9,PowerVR SGX540,1,No,Yes,No,No,Yes,Yes,1780,4
Motorola,DROID RAZR XT912,220,2011,"2011, October",130.7,68.9,7.1,127,"Super AMOLED capacitive touchscreen, 16M colors",4.3,540,960,16,9,"8 MP, autofocus, LED flash","1080p@30fps, 480p@120fps",8,"2 MP, 720p",2,1,"Android 2.3.5 (Gingerbread), upgradable to 4.1 (Jelly Bean)",Android,microSD,TI OMAP 4430,Dual-core 1.2 GHz Cortex-A9,PowerVR SGX540,1,Yes,Yes,No,No,Yes,Yes,1780,4
Motorola,ATRIX 2 MB865,230,2011,"2011, October",126,66,10,147,"TFT capacitive touchscreen, 16M colors",4.3,540,960,16,9,"8 MP, autofocus, LED flash",1080p@24fps,8,Yes,NA,1,"Android 2.3 (Gingerbread), 4.0.4 (Ice Cream Sandwich), not upgradable to 4.1 (Jelly Bean)",Android,microSD,TI OMAP 4430,Dual-core 1.2 GHz Cortex-A9,PowerVR SGX540,1,No,Yes,Yes,No,Yes,Yes,1785,2.1
Motorola,Admiral XT603,160,2011,"2011, October",119,62,12.2,134,"TFT capacitive touchscreen, 16M colors",3.1,480,640,4,3,"5 MP, autofocus, LED flash",480p@30fps,5,No,NA,1,"Android 2.3.4 (Gingerbread), not upgradable to 4.1 (Jelly Bean)",Android,microSD,Qualcomm MSM8655 Snapdragon S2,1.2 GHz Scorpion,Adreno 205,0.5,No,Yes,No,No,Yes,Yes,1860,2.1
Motorola,ME632,90,2011,"2011, October",119.5,62,11.7,130,"TFT capacitive touchscreen, 16M colors",3.1,480,640,4,3,"5 MP, autofocus, LED flash",Yes,5,No,NA,1,Android 2.3 (Gingerbread),Android,microSD,NA,1.0 GHz,NA,0.5,No,Yes,Yes,No,Yes,Yes,NA,2.1
Motorola,PRO+,220,2011,"2011, August",119.5,62,11.7,113,"TFT capacitive touchscreen, 16M colors",3.1,640,480,4,3,"5 MP, autofocus, dual-LED flash",720p,5,No,NA,1,Android 2.3 (Gingerbread),Android,microSD,NA,1.0 GHz,NA,0.5,No,Yes,Yes,No,Yes,Yes,1600,2.1
Motorola,DEFY+,170,2011,"2011, August",107,59,13.4,118,"TFT capacitive touchscreen, 16M colors",3.7,480,854,16,9,"5 MP, autofocus, LED flash",480p@30fps,5,No,NA,1,Android 2.3 (Gingerbread),Android,microSD,TI OMAP 3620,1.0 GHz Cortex-A8,PowerVR SGX530,0.5,No,Yes,Yes,No,Yes,Yes,1700,2.1
Motorola,EX212,80,2011,"2011, August",106,53,13.9,105,"TFT,  256K colors",2.4,240,320,4,3,2 MP,@15fps,2,No,NA,2,NA,NA,microSD,NA,NA,NA,NA,No,No,Yes,No,No,Yes,750,2.1
Motorola,EX119,60,2011,"2011, August",103,60,9.9,87,TFT capacitive touchscreen,2.4,320,240,4,3,3.15 MP,@14fps,3.15,No,NA,2,NA,NA,microSD,NA,NA,NA,NA,No,No,Yes,No,Yes,Yes,910,2.1
Motorola,MOTOKEY XT EX118,80,2011,"2011, July",103,60,9.9,92,"TFT capacitive touchscreen, 256K colors",2.4,320,240,4,3,3.15 MP,Yes,3.15,No,NA,1,NA,NA,microSD,NA,NA,NA,NA,No,No,Yes,No,No,Yes,910,2.1
Motorola,FIRE XT,100,2011,"2011, August",114,62,12,84.3,TFT capacitive touchscreen,3.5,320,480,3,2,"5 MP, autofocus, LED flash",480p@24fps,5,VGA,0.3,1,Android 2.3.4 (Gingerbread),Android,microSD,Qualcomm MSM7227T-1 Snapdragon S1,800 MHz,Adreno 200,0.5,No,Yes,Yes,No,Yes,Yes,1540,2.1
Motorola,FIRE XT311,120,2011,"2011, July",116.5,58,13.5,110,"TFT capacitive touchscreen, 256K colors",2.8,240,320,4,3,3.15 MP,480p@24fps,3.15,No,NA,1,Android 2.3.4 (Gingerbread),Android,microSD,Qualcomm MSM7227-1 Snapdragon S1,600 MHz ARM 11,Adreno 200,0.25,No,Yes,Yes,No,Yes,Yes,1420,2.1
Motorola,SPICE Key XT317,100,2011,"2011, July",116.5,58,13.5,110,"TFT capacitive touchscreen, 256K colors",2.8,240,320,4,3,3.15 MP,480p@24fps,3.15,No,NA,2,Android 2.3 (Gingerbread),Android,microSD,Qualcomm MSM7227-1 Snapdragon S1,600 MHz ARM 11,Adreno 200,0.25,No,Yes,Yes,No,Yes,Yes,1420,2.1
Motorola,SPICE Key,100,2011,"2011, July",116.5,58,13.5,110,"TFT capacitive touchscreen, 256K colors",2.8,240,320,4,3,3.15 MP,480p@24fps,3.15,No,NA,1,Android 2.3 (Gingerbread),Android,microSD,Qualcomm MSM7227-1 Snapdragon S1,600 MHz ARM 11,Adreno 200,0.25,No,Yes,Yes,No,Yes,Yes,1420,2.1
Motorola,MILESTONE 3 XT860,180,2011,"2011, August",123.3,64.1,12.9,184,"TFT capacitive touchscreen, 16M colors",4,540,960,16,9,"8 MP, autofocus, LED flash",1080p@30fps,8,VGA,0.3,1,"Android 2.3.4 (Gingerbread), not upgradable to 4.1 (Jelly Bean)",Android,microSD,TI OMAP 4430,Dual-core 1.0 GHz Cortex-A9,PowerVR SGX540,0.5,No,Yes,Yes,No,Yes,Yes,1540,2.1
Motorola,DROID 3,200,2011,"2011, July",124,64,13,167,"TFT capacitive touchscreen, 16M colors",4,540,960,16,9,"8 MP, autofocus, LED flash",1080p@30fps,8,VGA,0.3,1,"Android 2.3 (Gingerbread), not upgradable to 4.1 (Jelly Bean)",Android,microSD,TI OMAP 4430,Dual-core 1GHz Cortex-A9,PowerVR SGX540,0.5,No,Yes,No,No,Yes,Yes,1540,2.1
Motorola,Triumph,210,2011,"2011, June. Released 2011, July",121.9,63.5,10.2,143,"TFT capacitive touchscreen, 16M colors",4.1,480,800,5,3,"5 MP, autofocus, LED flash",720p@30fps,5,VGA,0.3,1,Android 2.2 (Froyo),Android,microSD,Qualcomm MSM8655 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,0.5,No,Yes,No,No,Yes,Yes,1400,2.1
Motorola,Photon 4G MB855,270,2011,"2011, June",126.9,66.9,12.2,158,"TFT capacitive touchscreen, 16M colors",4.3,540,960,16,9,"8 MP, autofocus, dual-LED flash",720p@30fps,8,VGA,0.3,1,"Android 2.3 (Gingerbread), not upgradable to 4.1 (Jelly Bean)",Android,microSD,Nvidia Tegra 2 AP20H,Dual-core 1.0 GHz Cortex-A9,ULP GeForce,1,No,Yes,Yes,No,Yes,Yes,1700,2.1
Motorola,EX232,150,2011,"2011, July",105,58.4,12.9,95,"TFT resistive touchscreen, 16M colors",2.8,240,320,4,3,2 MP,Yes,2,No,NA,1,NA,NA,microSD,NA,NA,NA,0.125,No,No,Yes,No,No,Yes,910,2.1
Motorola,WILDER,60,2011,"2011, June",105,48.4,12.9,92,"TFT resistive touchscreen, 256K colors",2.8,240,320,4,3,2 MP,Yes,2,No,NA,1,NA,NA,microSD,Qualcomm ESC6240,NA,NA,0.0625,No,No,Yes,No,No,Yes,910,2.1
Motorola,MOTO MT870,180,2011,"2011, June",123,64.8,13.2,149,TFT capacitive touchscreen,4,540,960,16,9,"8 MP, autofocus, dual-LED flash",720p@30fps,8,VGA,0.3,1,Android 2.3 (Gingerbread),Android,microSD,Nvidia Tegra 2 AP20H,Dual-core 1.0 GHz Cortex-A9,ULP GeForce,0.5,No,Yes,No,No,Yes,Yes,1880,2.1
Motorola,MOTO MT620,120,2011,"2011, May",122,60,12.4,125,"TFT capacitive touchscreen, 256K colors",3.1,320,480,3,2,"5 MP, autofocus, LED flash",480p@24fps,5,VGA,0.3,1,"Android-based, OMS 2.5",Android,microSD,NA,806 MHz Marvell PXA920,NA,0.25,No,Yes,No,No,Yes,Yes,1390,2.1
Motorola,Milestone XT883,230,2011,"2011, June",123.3,64.1,12.9,184,"TFT capacitive touchscreen, 16M colors",4,540,960,16,9,"8 MP, autofocus, LED flash",1080p,8,VGA,0.3,1,Android 2.3 (Gingerbread),Android,microSD,TI OMAP 4430,Dual-core 1.0 GHz Cortex-A9,PowerVR SGX540,0.5,No,Yes,No,No,Yes,Yes,1500,2.1
Motorola,MOTO XT882,230,2011,"2011, May",122.1,62.5,13.1,136.5,"TFT capacitive touchscreen, 16M colors",4,540,960,16,9,"8 MP, autofocus, dual-LED flash",1080p@30fps,8,VGA,0.3,1,Android 2.3 (Gingerbread),Android,microSD,Nvidia Tegra 2 AP20H,Dual-core 1.0 GHz Cortex-A9,ULP GeForce,0.5,No,Yes,No,No,Yes,Yes,1880,2.1
Motorola,MOTO XT316,50,2011,"2011, June",116.5,58,13.5,110,"TFT capacitive touchscreen, 256K colors",2.8,240,320,4,3,3.15 MP,480p@24fps,3.15,No,NA,1,"Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)",Android,microSD,Qualcomm MSM7227-1 Snapdragon S1,600 MHz ARM 11,Adreno 200,0.25,No,Yes,Yes,No,Yes,Yes,1420,2.1
Motorola,XPRT MB612,140,2011,"2011, May",120.4,60.9,13,145,"TFT capacitive touchscreen, 16M colors",3.1,320,480,3,2,"5 MP, autofocus, LED flash",Yes,5,No,NA,1,"Android 2.2 (Froyo), not upgradable to 4.1 (Jelly Bean)",Android,microSD,TI OMAP 3620 - 1000,1.0 GHz Cortex-A8,PowerVR SGX530,NA,No,Yes,No,No,Yes,Yes,1860,2.1
Motorola,GLEAM,80,2011,"2011, February",106,53,13.9,105,"TFT,  256K colors",2.4,240,320,4,3,2 MP,Yes,2,No,NA,1,NA,NA,microSD,NA,NA,NA,NA,No,No,Yes,No,No,Yes,750,2.1
Motorola,PRO,150,2011,"2011, February",119,61,11.7,134,"TFT capacitive touchscreen, 16M colors",3.1,320,480,3,2,"5 MP, autofocus, dual-LED flash",480p@30fps,5,No,NA,1,Android 2.2 (Froyo),Android,microSD,TI OMAP 3620 - 1000,1.0 GHz Cortex-A8,PowerVR SGX530,NA,No,Yes,No,No,Yes,Yes,1420,2.1
Motorola,ATRIX,170,2011,"2011, January",117.8,63.5,11,135,"TFT capacitive touchscreen, 16M colors",4,540,960,16,9,"5 MP, autofocus, LED flash","720p@30fps, 1080p (via SW update)",5,VGA,0.3,1,"Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)",Android,microSD,Nvidia Tegra 2 AP20H,Dual-core 1.0 GHz Cortex-A9,ULP GeForce,1,No,Yes,No,No,Yes,Yes,1930,2.1
Motorola,ATRIX 4G,190,2011,"2011, January",117.8,63.5,11,135,"TFT capacitive touchscreen, 16M colors",4,540,960,16,9,"5 MP, autofocus, LED flash, check quality","720p@30fps, 1080p (via SW update), check quality",5,VGA,0.3,1,"Android 2.3 (Gingerbread), not upgradable to 4.1 (Jelly Bean)",Android,microSD,Nvidia Tegra 2 AP20H,Dual-core 1.0 GHz Cortex-A9,ULP GeForce,1,No,Yes,No,No,Yes,Yes,1930,2.1
Motorola,Cliq 2,200,2011,"2011, January",116,59.6,14.5,175,"TFT capacitive touchscreen, 256K colors",3.7,480,854,16,9,"5 MP, autofocus, dual-LED flash",Yes,5,No,NA,1,"Android 2.3 (Gingerbread), not upgradable to 4.1 (Jelly Bean)",Android,microSD,NA,1.0 GHz,NA,0.5,No,Yes,Yes,No,Yes,Yes,1420,2.1
Motorola,DROID BIONIC XT875,210,2011,"2011, January",127.5,66.9,11,158.8,"TFT capacitive touchscreen, 16M colors",4.3,540,960,16,9,"8 MP, autofocus, LED flash",1080p,8,VGA,0.3,1,Android 2.3.4 (Gingerbread),Android,microSD,TI OMAP 4430,Dual-core 1.0 GHz Cortex-A9,PowerVR SGX540,0.5,Yes,Yes,No,No,Yes,Yes,1735,2.1
Motorola,DROID X ME811,150,2011,"2011, January",127.5,65.5,9.9,155,"TFT capacitive touchscreen, 16M colors",4.3,480,854,16,9,"8 MP, autofocus, dual-LED flash",720p@24fps,8,No,NA,1,Android 2.2 (Froyo),Android,microSD,TI OMAP3630 - 1200,1.2 GHz Cortex-A8,PowerVR SGX530,0.5,No,Yes,Yes,No,Yes,Yes,1540,2.1
Motorola,DROID BIONIC XT865,250,2011,"2011, January",125.9,66.9,13.3,158,"TFT capacitive touchscreen, 16M colors",4.3,540,960,16,9,"8 MP, autofocus, dual-LED flash",720p,8,VGA,0.3,1,"Android 2.2.1 (Gingerbread), upgradable to 4.1.2 (Jelly Bean)",Android,microSD,Nvidia Tegra 2 AP20H,Dual-core 1.0 GHz Cortex-A9,ULP GeForce,0.5,Yes,Yes,No,No,Yes,Yes,1930,2.1
Motorola,MOTO ME525,150,2010,"2010, December",107,59,13.4,118,"TFT capacitive touchscreen, 16M colors",3.7,480,854,16,9,"5 MP, autofocus, LED flash",480p@30fps,5,No,NA,1,Android 2.2 (Froyo),Android,microSD,TI OMAP 3610,800 MHz Cortex-A8,PowerVR SGX530,0.5,No,Yes,Yes,No,Yes,Yes,1500,2.1
Motorola,MILESTONE 2 ME722,110,2010,"2010, December",116.3,60.5,13.7,169,"TFT capacitive touchscreen, 16M colors",3.7,480,854,16,9,"5 MP, autofocus, dual-LED flash",720p@30fps,5,No,NA,1,Android 2.2 (Froyo),Android,microSD,TI OMAP 3630,1.0 GHz Cortex-A8,PowerVR SGX530,0.5,No,Yes,No,No,Yes,Yes,1390,2.1
Motorola,DROID 2 Global,200,2010,"2010, November. Released 2010, November",116.3,60.5,13.7,173,"TFT capacitive touchscreen, 16M colors",3.7,480,854,16,9,"5 MP, autofocus",480p@30fps,5,No,NA,1,"Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)",Android,microSD,TI OMAP 3640,1.2 GHz Cortex-A8,PowerVR SGX530,0.5,No,Yes,No,No,Yes,Yes,1420,2.1
Motorola,EX122,80,2010,"2010, October. Released 2010, October",107,57,12.8,97,"TFT resistive touchscreen, 256K colors",3.2,240,400,5,3,3.15 MP,QCIF@15fps,3.15,No,NA,1,NA,NA,microSD,NA,NA,NA,0.0625,No,No,Yes,No,No,Yes,910,2.1
Motorola,EX128,100,2010,"2010, October. Released 2010, October",107,57,12.8,80,"TFT resistive touchscreen, 256K colors",3.2,240,400,5,3,3.15 MP,QCIF@15fps,3.15,No,NA,1,NA,NA,microSD,NA,NA,NA,NA,No,No,Yes,No,No,Yes,910,2.1
Motorola,MOTOTV EX245,90,2010,"2010, October. Released 2010, October",108,58,12,NA,"TFT resistive touchscreen, 65K colors",3.2,320,400,NA,NA,3.15 MP,Yes,3.15,No,NA,1,NA,NA,microSD,NA,NA,NA,NA,No,No,Yes,No,No,Yes,910,2.1
Motorola,DROID PRO XT610,110,2010,"2010, October. Released 2010, November",119,60,11.7,134,"TFT capacitive touchscreen, 16M colors",3.1,320,480,3,2,"5 MP, autofocus, dual-LED flash",480p@26-30fps,5,No,NA,1,"Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)",Android,microSD,TI OMAP3620 - 1000,1.0 GHz Cortex-A8,PowerVR SGX530,0.5,No,Yes,No,No,Yes,Yes,1420,2.1
Motorola,XT301,170,2010,"2010, November",104,59,15,110,"TFT capacitive touchscreen, 256K colors",3,240,320,4,3,3.15 MP,CIF@30fps,3.15,No,NA,1,Android 2.1 (Eclair),Android,microSD,Qualcomm MSM7625,528 MHz ARM 11,Adreno 200,0.25,No,Yes,Yes,No,Yes,Yes,1170,2.1
Motorola,SPICE XT300,170,2010,"2010, October. Released 2010, December",97,61,16.8,145,TFT capacitive touchscreen,3,240,320,4,3,3.15 MP,480p@25fps,3.15,No,NA,1,Android 2.1 (Eclair),Android,microSD,Qualcomm MSM7225 Snapdragon S1,528 MHz ARM 11,NA,0.25,No,Yes,Yes,No,Yes,Yes,1170,2.1
Motorola,FLIPSIDE MB508,170,2010,"2010, October. Released 2010, November",109.5,57.5,15,145,TFT capacitive touchscreen,3.1,320,480,3,2,3.15 MP,CIF@25fps,3.15,No,NA,1,Android 2.2 (Froyo),Android,microSD,TI OMAP 3410,720 MHz Cortex-A8,PowerVR SGX530,0.5,No,Yes,Yes,No,Yes,Yes,1170,2.1
Motorola,MOTO MT716,180,2010,"2010, October. Released 2010, Q4",110,59.9,17.2,182,"TFT capacitive touchscreen, 16M colors",3.7,480,854,16,9,"8 MP, autofocus, dual-LED flash",720p@24fps,8,VGA videocall camera,0.3,1,Android-based OPhone 2.0,Android,microSD,TI OMAP 3430,600 MHz Cortex-A8,PowerVR SGX530,0.5,No,Yes,Yes,No,Yes,Yes,1380,2.1
Motorola,BRAVO MB520,150,2010,"2010, October. Released 2010, November",109.5,63,13.3,122,"TFT capacitive touchscreen, 16M colors",3.7,480,854,16,9,"3.15 MP, autofocus",CIF@30fps,3.15,No,NA,1,"Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",Android,microSD,TI OMAP 3610,800 MHz Cortex-A8,PowerVR SGX530,0.5,No,Yes,Yes,No,Yes,Yes,1540,2.1
Motorola,CITRUS WX445,90,2010,"2010, October. Released 2010, November",104,59,15,110,"TFT capacitive touchscreen, 16M colors",3,240,320,4,3,3.15 MP,CIF@30fps,3.15,No,NA,1,Android 2.1 (Eclair),Android,microSD,Qualcomm MSM7625,528 MHz ARM 11,Adreno 200,0.25,No,Yes,No,No,Yes,Yes,1150,2.1
Motorola,EX300,140,2010,"2010, September. Released 2010, December",106,56.8,14,105,"TFT resistive touchscreen, 256K colors",2.8,240,320,4,3,"3.15 MP, autofocus",Yes,3.15,No,NA,1,NA,NA,microSD,NA,QSC 6270,NA,NA,No,Yes,Yes,No,No,Yes,1150,2.1
Motorola,EX210,130,2010,"2010, October. Released 2010, October",116,56,13.8,130,"TFT resistive touchscreen, 256K colors",3.2,240,400,5,3,3.15 MP,Yes,3.15,Yes,NA,1,NA,NA,microSD,NA,NA,NA,NA,No,No,Yes,No,No,Yes,1130,2
Motorola,EX201,140,2010,"2010, October. Released 2010, October",116.5,54.3,15.2,112.5,"TFT resistive touchscreen, 256K colors",3,240,400,5,3,2 MP,Yes,2,Yes,NA,1,NA,NA,microSD,NA,NA,NA,NA,No,Yes,Yes,No,Yes,Yes,910,2
Motorola,EX115,80,2010,"2010, September. Released 2010, September",109,61,12.4,102.2,"TFT, 65K colors",2.3,320,240,4,3,3.15 MP,QCIF@15fps,3.15,No,NA,2,NA,NA,microSD,NA,NA,NA,NA,No,No,Yes,No,No,Yes,930,2.1
Motorola,EX112,70,2010,"2010, September. Released 2010, October",109,61,12.4,NA,"TFT,  256K colors",2.3,320,240,4,3,3.15 MP,QCIF@15fps,3.15,No,NA,1,NA,NA,microSD,NA,NA,NA,NA,No,No,Yes,No,No,Yes,930,2.1
Motorola,CUPE,150,2010,"2010, September. Released 2010, December",107.8,53,14.4,115,"TFT,  256K colors",2.4,240,320,4,3,3.15 MP,No,3.15,No,NA,1,NA,NA,microSD,NA,NA,NA,NA,No,No,No,No,No,No,950,2
Motorola,DEFY,110,2010,"2010, September. Released 2010, October",107,59,13.4,118,"TFT capacitive touchscreen, 16M colors",3.7,480,854,16,9,"5 MP, autofocus, LED flash, check quality",480p@30fps,5,No,NA,1,"Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",Android,microSD,TI OMAP 3610,800 MHz Cortex-A8,PowerVR SGX530,0.5,No,Yes,Yes,No,Yes,Yes,1540,2.1
Motorola,MILESTONE 2,170,2010,"2010, September. Released 2010, October",116.3,60.5,13.7,169,"TFT capacitive touchscreen, 16M colors",3.7,480,854,16,9,"5 MP, autofocus, dual-LED flash, check quality","720p@30fps, check quality",5,No,NA,1,"Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)",Android,microSD,TI OMAP 3630,1.0 GHz Cortex-A8,PowerVR SGX530,0.5,No,Yes,No,No,Yes,Yes,1400,2.1
Motorola,DROID 2,180,2010,"2010, August. Released 2010, August",116.3,60.5,13.7,169,"TFT capacitive touchscreen, 16M colors",3.7,480,854,16,9,"5 MP, autofocus",480p@30fps,5,No,NA,1,Android 2.2 (Froyo),Android,microSD,NA,1.0 GHz,NA,NA,No,Yes,No,No,Yes,Yes,1400,2.1
Motorola,MT810lx,NA,2010,"2010, November. Released 2010, November",108.6,55.5,18.1,173,"TFT resistive touchscreen, 16M colors",3.2,480,854,16,9,"5 MP, autofocus, LED flash",720p@20fps,5,VGA videocall camera,0.3,1,Android-based OPhone 2.0,Android,microSD,TI OMAP 3430,600 MHz Cortex-A8,PowerVR SGX530,0.5,No,Yes,Yes,No,Yes,Yes,1140,2.1
Motorola,XT810,NA,2010,"2010, September. Released 2010, Q4",109.9,57,18.6,165,"TFT resistive touchscreen, 16M colors",3.2,480,854,16,9,"5 MP, autofocus, LED flash",480p@24fps,5,VGA,0.3,1,Android-based OPhone 2.0,Android,microSD,TI OMAP 3430,600 MHz Cortex-A8,PowerVR SGX530,0.25,No,Yes,Yes,No,Yes,Yes,NA,2.1
Motorola,XT806,NA,2010,"2010, September. Released 2010, Q4",109.9,57,18.6,165,"TFT resistive touchscreen, 16M colors",3.2,480,854,16,9,"5 MP, autofocus, LED flash",720p@20fps,5,No,NA,1,Android 2.1 (Eclair),Android,microSD,TI OMAP 3430,600 MHz Cortex-A8,PowerVR SGX530,0.5,No,Yes,Yes,No,Yes,No,1380,2.1
Motorola,A1260,NA,2010,"2010, November. Released 2010, November",106.9,54.5,18.5,120,"TFT resistive touchscreen, 16M colors (65K effective)",3,240,400,5,3,"5 MP, autofocus",CIF@15fps,5,No,NA,1,Android 1.6 (Donut),Android,microSD,NA,Marvell PXA935 624 MHz,NA,0.25,No,Yes,Yes,No,Yes,Yes,1130,2.1
Motorola,A1680,NA,2010,"2010, July. Released 2010, Q3",106.9,54.5,17.3,120,"AMOLED resistive touchscreen, 16M colors (65K effective)",3.1,480,800,5,3,"5 MP, autofocus",CIF@15fps,5,No,NA,1,Android 1.6 (Donut),Android,microSD,NA,Marvell PXA935 624 MHz,NA,0.25,No,Yes,Yes,No,Yes,Yes,NA,2
Motorola,Grasp WX404,140,2010,"2010, August. Released 2010, September",94,61,13,105,"TFT, 65K colors",2.2,220,176,NA,NA,1.3 MP,Yes,1.3,No,NA,1,NA,NA,microSD,NA,NA,NA,NA,No,Yes,No,No,No,Yes,950,2.1
Motorola,Rambler,80,2010,"2010, July. Released 2010, August",93.9,56.9,17.8,108,"TFT, 65K colors",2.2,176,220,NA,NA,1.3 MP,Yes,1.3,No,NA,1,NA,NA,microSD,NA,NA,NA,NA,No,Yes,No,No,No,No,NA,2
Motorola,CHARM,150,2010,"2010, July. Released 2010, August",98.4,67.2,11.4,110,"TFT capacitive touchscreen,  256K colors",2.8,320,240,4,3,3.15 MP,24fps,3.15,No,NA,1,Android 2.1 (Eclair),Android,microSD,TI OMAP 3410,600 MHz Cortex-A8,PowerVR SGX530,0.5,No,Yes,Yes,No,Yes,Yes,1130,2
Motorola,ES400,220,2010,"2010, June. Released 2010, Q3",129,60.4,16.4,156,"TFT resistive touchscreen, 65K colors",3,480,640,4,3,"3.15 MP, autofocus, LED flash",Yes,3.15,Yes,NA,1,Microsoft Windows Mobile 6.5.3 Professional,Microsoft,microSD,Qualcomm MSM7627,600 MHz ARM 11,Adreno 200,0.25,No,Yes,No,No,Yes,No,1540,2
Motorola,DROID X2,230,2011,"2011, May",127.5,65.5,9.9,155,"TFT capacitive touchscreen, 16M colors",4.3,540,960,16,9,"8 MP, autofocus, dual-LED flash",720p@30fps,8,No,NA,1,"Android 2.3 (Gingerbread), not upgradable to 4.1 (Jelly Bean)",Android,microSD,Nvidia Tegra 2 AP20H,Dual-core 1.0 GHz Cortex-A9,ULP GeForce,0.5,No,Yes,Yes,No,Yes,Yes,1540,2.1
Motorola,DROID X,150,2010,"2010, May. Released 2010, July",127.5,65.5,9.9,155,"TFT capacitive touchscreen, 16M colors",4.3,480,854,16,9,"8 MP, autofocus, dual-LED flash",720p@24fps,8,No,NA,1,"Android 2.1 (Eclair), upgradable to 2.3 (Gingerbread)",Android,microSD,TI OMAP3630 - 1000,1.0 GHz Cortex-A8,PowerVR SGX530,0.5,No,Yes,Yes,No,Yes,Yes,1540,2.1
Motorola,MILESTONE XT720,190,2010,"2010, June. Released 2010, July",116,60.9,10.9,139,"TFT capacitive touchscreen, 16M colors",3.7,480,854,16,9,"8 MP, autofocus, Xenon flash, check quality",720p@24fps,8,No,NA,1,Android 2.1 (Eclair),Android,microSD,NA,600 MHz Cortex-A8,PowerVR SGX530,0.25,No,Yes,Yes,No,Yes,Yes,1390,2.1
Motorola,XT720 MOTOROI,250,2010,"2010, January. Released 2010, July",116,60.9,10.9,139,"TFT capacitive touchscreen, 16M colors",3.7,480,854,16,9,"8 MP, autofocus, Xenon flash",720p@24fps,8,No,NA,1,Android 2.1 (Eclair),Android,microSD,NA,720 MHz Cortex-A8,NA,0.25,No,Yes,Yes,No,Yes,Yes,1390,2.1
Motorola,Quench XT5 XT502,200,2010,"2010, July. Released 2010, August",114.9,56.8,12.6,114,"TFT capacitive touchscreen, 256K colors",3.2,320,480,3,2,"5 MP, LED flash",320x480@15fps,5,No,NA,1,Android 2.1 (Eclair),Android,microSD,Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,0.25,No,Yes,No,No,Yes,Yes,1270,2
Motorola,Quench XT3 XT502,170,2010,"2010, July. Released 2010, August",114.9,56.8,12.6,114,"TFT capacitive touchscreen, 256K colors",3.2,320,480,3,2,"3.15 MP, LED flash",320x480@15fps,3.15,No,NA,1,Android 1.6 (Donut),Android,microSD,Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,0.25,No,Yes,No,No,Yes,Yes,1270,2
Motorola,FlipOut,90,2010,"2010, June. Released 2010, June",67,67,17,120,"TFT capacitive touchscreen,  256K colors",2.8,320,240,4,3,"3.15 MP, check quality",CIF@26-30fps,3.15,No,NA,1,Android 2.1 (Eclair),Android,microSD,TI OMAP 3410,600 MHz Cortex-A8,PowerVR SGX530,0.5,No,Yes,Yes,No,Yes,Yes,1130,2.1
